sale_code,items,prediction
585117,"['78939318', '7891800000658', '7891800364880']","['7898060099965', '7891800000665', '78912366', '78939301', '7896423420180', '7891008121728', '7891000248768']"
585128,"['7896222720863', '7899706171113', '7899706172202']","['7896253900913', '7896523200576', '1111111111111A', '7891317422028', '7898087700110', '7896663325115', '7891000107836', '78900776', '7896641813146', '7896658005121', '7908007905478', '7896112127390']"
585130,['7896523200576'],"['1111111111111A', '7891317422028', '0000023384248', '7896714213736', '7896222720863', '7897780203126', '7896004713342', '7891010246952', '7896023732935', '7896523216447', '7896006207290', '78906884', '7898716450331', '7896006229964']"
585134,"['7896007550890', '0000023384248']","['7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
585136,"['7898087700127', '7896311710300']","['7898087700110', '7898675804756', '7894900180503', '7896015592332', '7898087700097', '7896530723099']"
585142,"['7891800276527', '7896714213736']","['7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110']"
585146,"['7899706203357', '7896138700515', '7899026401723', '7899026401754', '7896444211446']","['7891317422028', '7896641810244', '7898060099965', '7897322709376', '7891463000408', '7896138700614', '7896094211025']"
585161,"['7896523200576', '7891317422028']","['78915398', '7891000460207', '7891058017507', '7891024132005', '7896138700515', '7896222720863', '7896641810695', '7891058002916', '7896262304351', '7896212478750', '7891317001636', '0000023384248', '7896714213736', '7898087700110', '7891317450359', '7896004703398', '7896004715049', '7896006216766', '7896004812168', '7896138700386', '7896006216544', '1111111111111A', '7897780203126', '7896004713342', '7891010246952', '7896023732935', '7896523216447', '7896006207290', '78906884', '7898716450331', '7896006229964']"
585165,"['7891268187144', '7891268044409']","['7896023703614', '7895858017293', '7895858017316', '7896004803463', '7896094912298', '7891058002916', '7896641810244', '7896714213736', '7898087700110', '7896006216797', '7891058022822', '7898681350032', '7896094910683']"
585169,"['7891010974930', '7896004706764']","['7891058002916', '7896004703398']"
585174,"['7891317001926', '137', '7896422505666', '7896004703398']","['7896641810695', '7896212478750', '7896422504492', '7896422520980', '7891010974930', '7891058002916', '7891317422028', '7898087700110', '7893736010053', '7896213306076', '7895296105040', '7896094999985', '7891317127800']"
585180,"['7898911246999', '7898661680869', '7898415822019', '7895858015824', '7896224410687', '7896138700614', '7899706149570', '7898905356246', '7898144122022', '7896213317959', '7899852000084']","['7898087700110', '7897512900811', '7896015516970', '7896006201779', '7898157492501', '7896138700515', '7896641810244', '0000023384248', '7896714213736', '7891010504755', '7891463000378', '7898125712174', '7896523216461', '7891463001771', '7891463000347', '7898060099965', '7896138700386']"
585182,"['7899852000015', '7898934982683', '7898417962614', '7896138700515', '7898039563732', '7898585292391', '7897517903060', '7896046704322', '7899706179553', '7891150044654', '7899852000084']","['7891317422028', '7896641810244', '7898060099965', '7897322709376', '7891463000408', '7896138700614', '7896094211025', '7898039564968', '7898039565453', '7909690729426', '7891317002503', '7896422504454', '5702191025637', '7891024174180', '7891317002497', '7891010781668', '7896061995477', '7891010036478', '7908414448643']"
585183,"['0000023384248', '7891000282809', '7898941911973', '7896422504478']","['7891058020316', '7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
585187,['7891721201806'],"['7891058002916', '7896023702105']"
585200,"['7891268187144', '7895858017316', '7891058019679', '7896714213736', '7896006291749']","['7896015560331', '7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110', '7895858017293', '7896004803463', '7896094912298', '7891058002916', '7896641810244', '7896006216797', '7891058022822', '7898681350032', '7896094910683']"
585201,['1111111111111A'],"['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '7898087700110', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639']"
585206,['7896714231143'],"['7891151034494', '7896262304351', '7896111954478', '7622210570086', '7896523227573', '7896138700386', '7622210570116']"
585212,['7896004703398'],"['7896641810695', '7896212478750', '7896422504492', '7896422520980', '7891010974930', '7891058002916', '7891317422028', '7898087700110', '7893736010053', '7896213306076', '7895296105040', '7896094999985', '7891317127800']"
585220,"['78939318', '1500']","['78912366', '78939301', '7896423420180', '7891008121728', '7891000248768']"
585230,"['7891317422028', '7896138700386']","['7898932370734', '7898415822019', '7622300988470', '7891058464073', '7898932370727', '7896548113059', '7898959897238', '7891000097649', '7898950928511', '7891463000408', '7896212428861', '7896714231143', '7891463000378', '1111111111111A', '7898087700110', '7896523223223', '7891010589639', '78915398', '7891000460207', '7891058017507', '7891024132005', '7896523200576', '7896138700515', '7896222720863', '7896641810695', '7891058002916', '7896262304351', '7896212478750', '7891317001636', '0000023384248', '7896714213736', '7891317450359', '7896004703398', '7896004715049', '7896006216766', '7896004812168', '7896006216544']"
585232,['7891317477592'],[]
585237,['7896016807206'],"['7891025107910', '7891317004040', '7891106915182', '7898087700097', '78911246', '7500435127257']"
585239,"['7896094922099', '7896094922105']","['7891800341997', '78939301', '7898125712174']"
585245,['7898087700110'],"['7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174']"
585248,"['0000023384248', '7896714213255']","['7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
585250,"['78911222', '7896015511166', '7891800341997', '7891142201676', '7891058002916', '7899706174985', '7891150029309', '7898647921542']","['7896006234067', '7895144603087', '7896015511159', '7891721201806', '7896641810695', '7896094912977', '7891317422028', '0000023384248', '7898087700110', '7896622305875', '7891106004213', '7898148294121', '7896422504492', '7896641810244', '7891268187144', '7896714218267', '7891010974930', '7896004703398', '78939301', '7896422504386', '7891058022822', '7891106913997', '7896094903104', '7891317427542', '7896423481853', '7894900010015', '7896094904330', '7896094922105', '7891010249908', '7896094903289']"
585254,"['0000023384248', '7891010589622', '7891010589615', '7899525675519']","['7500435146234', '7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
585255,"['7896676432855', '7896094922105', '7896331701104']","['7891800341997', '78939301', '7898125712174']"
585260,"['8902220109582', '7896641810244']","['7896138700515', '7896094912472', '7896094912298', '7891058002916', '7898959897238', '7898087700110', '7891268187144', '7896094903289', '7896023733765', '7896094903104', '7896138700614', '7898039566290', '7896007540259']"
585268,['7898087700127'],"['7898087700110', '7898675804756', '7894900180503', '7896311710300', '7896015592332', '7898087700097', '7896530723099']"
585281,"['7898087700127', '7622300858872']","['7898087700110', '7898675804756', '7894900180503', '7896311710300', '7896015592332', '7898087700097', '7896530723099']"
585285,"['7896004717999', '7898039565453', '7891024028117', '7908512700834', '7891010804602']","['7891024115107', '7898039563732', '7898039566290']"
585286,"['7898148295159', '7895144603063']","['7895144603087', '1111111111111A', '7896004769738']"
585292,['7894900010015'],"['7896306621123', '7891000249239', '7622300988517', '80761761', '78909434', '7896019611749', '7892840253745', '7896306612817', '7896306622366', '7891000107836', '7892840816438', '1111111111111A', '7891058002916', '7898087700110']"
585307,"['7898087700110', '1111111111111A']","['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639', '7891000460207', '7896094912977', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7896512921789', '7892840808174']"
